
,0_0,0_1,0_2,0_3,0_4,0_5,0_6,0_7,0_8,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,1_10,1_11,1_12,1_13,1_14,1_15,1_16,1_17,1_18,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,2_10,2_11,2_12,2_13,2_14,3_0,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,3_10,3_11,3_12,3_13,3_14,3_15,3_16,3_17,3_18,3_19,4_0,4_1,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,4_10,4_11,4_12,4_13,4_14,4_15,4_16,4_17,4_18,5_0,5_1,5_2,5_3,5_4,5_5,5_6,5_7,5_8,5_9,6_0,6_1,6_2,6_3,6_4,6_5,6_6,7_0,7_1,7_2,7_3,7_4,7_5,7_6,7_7,7_8,7_9,7_10,7_11,7_12,7_13,7_14,7_15,7_16,8_0,8_1,8_2,8_3,8_4,8_5,8_6,9_0,9_1,9_2,9_3,9_4,10_0,10_1,10_2,10_3,11_0,11_1,11_2,11_3,11_4,11_5,11_6,11_7,11_8,12_0,12_1,12_2,12_3,12_4,12_5,12_6,12_7,13_0,13_1,13_2,13_3,13_4,13_5,13_6,13_7,13_8,13_9,13_10,13_11,13_12,13_13,13_14,13_15,14_0,14_1,14_2,14_3,14_4,14_5,14_6,14_7,14_8,14_9,14_10,14_11,14_12,14_13,14_14,14_15,14_16,15_0,15_1,15_2,15_3,15_4,15_5,15_6,15_7,15_8,15_9,15_10,15_11,15_12,15_13,16_0,16_1,16_2,16_3,16_4,16_5,16_6,16_7,16_8,16_9,16_10,16_11,16_12,17_0,17_1,17_2,17_3,17_4,17_5,17_6,17_7,17_8,17_9,17_10,18_0,18_1,18_2,18_3,18_4,18_5,18_6,18_7,18_8,18_9,18_10,18_11,18_12,19_0,19_1,19_2,19_3,19_4,19_5,19_6,19_7,19_8,19_9,19_10,19_11,19_12,19_13
10,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED
11,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,FAILED,PASSED
12,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED
13,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED
14,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED
15,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED
16,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED
17,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED
18,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED
19,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED
